HotelName,Review,Rating
Trendy Lara,"Kongre için gittiğim otelde yanımda ikiz bebeklerim ve annem de vardı. Bebeklerimle ilk kez şehir dışı konaklamamız olacağı için fazlasıyla stresliydim ama oteldeki tüm personel arkadaşlar bizi rahat ettirmek için ellerinden geleni yaptılar. Biz de çok memnun olarak ayrıldık. Tek problem akşam 21-23.30 arasında olan ve katılmasanız bile odadan dinlemek zorunda kalacağınız malesef kalitesiz müzik gerçekten çok kötü odaya dinlenmiş olmaya ya da uyumaya geçmeniz imkansız. Bari güzel olsa da dinlesem diyorsunuz ama yok hele ki kareoke olduğunu düşündüğüm gece daha da felaketti. Bir de denize daha yakın olması daha iyi olurdu baya uzak kalıyor bir ihtiyacınız olsa odanıza dönmek çok zor. Lobby barda daha otele adımımızı atar atmaz bizi güler yüzüyle karşılayan ve tüm tatilimiz boyunca kahvelerimize güzel sohbetiyle eşlik eden Melike hanıma çok teşekkür ederiz. Bebeklerim de artık onu görür görmez gülmeye başlamışlardı, kendisini ilerde de bebeklerime mutlaka anlatacağım 🥰 Ayrıca restaurant bölümünde Buğra bey, Tanju bey ve Dilek hanım başta olmak üzere tüm çalışanlara tekrar tekrar teşekkürler",4
Trendy Lara,"Sezon harici kasim ayinda kisa sure konaklamamizda beklentimizi fazlasiyla karsiladi. 
Sonbahar icin Yemek iyi, içecekler ve  anismasyon orta...
Cocuklar icin ideal  mini clubda herkesten memnunduk ama Çimen hanimin ekstra ilgisi ayrıcalıklı hissettirrdi...
Restaurant servisde Ugurcan beye de samiyetinden dolayı teşekkürler...",4
Trendy Lara,Otele gelen cocuklu aileler için güzel faydalı aktivitelerin olduğu çok güzel eğlenceli bir yer...cocuk gelişimlerine yönelik saatli etkinlikleri bulunuyor...bu kısımda çalışan görevliler de çocukları bırakma konusunda güvenimizi kazandılar rahatlıkla çocuklarımızın eğlenmesini olanak sağlıyorlar,5
Trendy Lara,Oğlum kids clubdan hiç çıkmak istemedi her gün kahvaltıdan sonra kids cluba gidelim deyip duruyordu kids clubda sadece çocukları oyalamaktan ziyade etkinlikler çocuklar için faydalı ve ilgi çekiciydi personel çok güler yüzlü ve ilgiliydi tekrar teşekkürler,5
Long Beach Resorts,7 yıldır alanya bölgesine tatile geliyorum ve ilk kez bu otelden keyif aldım animasyonu olsun yemekleri herşey harika çocuklar için mükemel bir yer her gün bambaşka etkinlikler var sabit bir yere baglı değiliz her yerde birşey var animasyon ekibine zaten söylenilecek bi laf söz konusu bile değil ilgi alakaları aktiviteleri partiler çok iyi onlarla beraber tekrar seneye burdayız,5
Sueno Hotels Deluxe Belek,"Hotel, havuz çok büyük ve güzel, yemekleri güzel, seçim büyük, özellikle animasyon çok iyi, dart oynadik, voleybol, pilates, animasiyon Sila ve Güldana çok iyi, çok sevdik burayi, tavsiye ederiz❤️❤️❤️❤️",5
Sueno Hotels Deluxe Belek,"Otel personeli cok ilgili ve güler yüzlü, yemekler cok lezzetli ve menü fazlasiyla genis, gece animasyonu gayet yeterli ve eglenceli, oda da ve tesiste olan tüm alanlada temizlige dikkat ediliyor, tekrar gelmeyi düsünüyoruz tesekkürler.",5
Trendy Lara,Loby bardaki arkadaşların ilgi alakasına teşekkür ederiz.Özellikle loby barda bizimle ilgilenen Ayşe hanıma teşekkürü bir borç biliyoruz.yemeklerden çok memnun kaldım çeşitlilik ve lezzet ğst seviyedeydi.,5
Trendy Lara,En güzel kongre deneyimim oldu. Yemekler çok güzeldi animasyon süperdi. Ayrıca güler yüzlü hizmetiyle Ayşe hanima da teşekkürlerimi iletmek istiyorum. Sonsuz teşekkürler .burası çok güzel tekrar gelicem ve bütün tanıdıklarıma önerecegim,5
Sueno Hotels Deluxe Belek,Animasyon ekibi Şahane Hakan bey olağan üstü ilgisi için Teşkkürler 3 yıldır geliyoruz çok memnunuz çok keyifli HerŞey showlar sezon olmamışsan rağmen gayet başarılı tatmin edici yiyecek içecek servis her şey harika.  Mini kulüp Hanım Nuray Hanım güler yüzü için Teşkkürler.,5
Sueno Hotels Deluxe Belek,Animasyon ekibinin performansindan cok memnun kaldik have yagmurlu olmasina ragmen aktiviteler dolu dolu gecti gercekten Hakan beye ozellikle cok tesekkur ederim ilgileri icin sikilmamiz icin elinden geleni yapti animasyon ekibine bar ekibine be mini club calisanlarina cok tesekkur ederim,5
Trendy Lara,Yüz estetik cerrahisi kongresi nedeniyle konakladığım sürede lobi bar garsonu Ayşe hanım yakın ilgilisi ve otel Güler yüzlü çalışların için teşekkür ediyorum ve kalmamanızı tavsiye ederim.Gerçekten çok iyi bir hizmet veriliyor.,5
Trendy Lara,Tıp kongresı nedeniyle otelde konaklama yapmaktayım  aynı zamanda kongreyı düzenleyen derneğin yönetimi kurulu üyesiyim bu akşam yönetim kurulu toplantısında bize eşlik eden personel garson Ayşe hanımın hizmetinden memnun kaldık teşekkür ederiz 🙏,5
Long Beach Resorts,Merhabalar öncelikle harika bir ötesi bir otel öncelikle otelin pastane bölümü ile ilgili yorum yapmak istiyorum çalışanların hepsini peçete ye not almıştım ama peceteyi kaybettim tek aklımda kalan isim Gülay hanım pastane çok temiz tüm çalışanlar şefleri son derece ilgili çok yoğun bir dönemde orda olmamıza rağmen hepsi çok ilgiliydi kahveleri pastaları enfes güzeldi burdan pastane bölümünde çalışan tüm personele teşekkür ederim. Gelelim otele tam bir aile oteli özellikle çocuklar için çok fazla imkan var luna park mini club havuzlar animasyon çok iyiydi. Çok hijyenik tertemiz bir otel yemekleri çok güzel çeşit bol ve temizdi aç kaldım kimse diyemez. Eşimin doğum günü için ona özel pasta yapıp akşam restoranda özel masa hazırlamışlardı ücretsiz çok güzel bir jestti ayrıca restoran da bizimle ilgilenen Ufuk beye cok teşekkürler. Tekrar gitmek istediğim bir otel herkese tavsiye ederim. Tek bir eksi yönü var o da otelle ilgili değil oyun salonu işletmesi ücretli bowling makineli oyunların olduğu bir yer 5 Euro bir jeton Türklere 30 TL yabanciya 5 lira gibi olan bir rakam bize niye o kadr fazla zaten otel yabancı ağırlıklı hiç degilse Türklere jeton 10 TL olsa 🙂,5
Long Beach Resorts,"Yemekler açık ara çok iyi. Çeşit bol. havuz var, ısıtmalı olanlar çocuklar için ideal. Otel çocuk oteli ve tam bir aile oteli. Bi kere lunapark var ve ücretsiz. Güler yüzlü lunapark çalışanlarına ve bol eğlenceli animasyon ekibine  teşekkürler.",5
Long Beach Resorts,"Çocuklu aileler icin inanilmaz başarılı bir otel. Cocuklar icin aktiviteler, animasyon ekibi , isitmali havuz ve aqua parkları, mukemmel. Konum cok iyi. Nisan ayi olmasina ragmen yaz konsepti yasadik. Yemekler cok cesitli ve guzeldi. Çalışanlar cok ilgili ve saygılı. Sonsuz yildiz veriyorum.  Cok guzel geçti tatilimiz",5
Sueno Hotels Deluxe Belek,Suwon otel gercekten muazzam biz cok eglensik arkadaslariminda eglensigini dusunuyorum ozelliklw animasyon ekibi cok iyi sila hanim bizimle cok ilgilendi cok tesekkur ediyoruz bir daha silayla gorusmek uzere,5
Trendy Lara,Herşey çok k guzeldi karşılama servıs ılgı alaka cok guzeldi çalışanlar oldukça güler yüzlü iyi bir tatil için dinlemek için gayet başarılı lobi bar da ayşe hanım çok ilgiliydi herşey için teşekkürler,5
Trendy Lara,İç hast kongre için geldim. Otelden gayet memnun kaldım. Personel çok ilgili ve güler yüzlü . Bilhassa yemeklerin lezzet ve çeşitliliği mükemmel.Restaurant ve bar servısı çok iyi hızlı lobby Ayşe hanımdan ve necdet beyden memnun kaldık 😊,5
Trendy Lara,"Ferah odaları, zengin mutfağı, cömert ikramları ve yerli yabancı turist ayrımı yapmayan cana yakın personeli ile kısa süreli eğitim konaklamamızda gerçekten çok memnun kaldım. Gerek restoran gerek diğer bölümlerde bize her konuda yardımcı olan ve güler yüzünü hiç eksik etmeyen Ayşe Dönük hanımefendiye ayrıca teşekkür etmek isterim. Bu bölge için bir tatil planınız varsa Trendy Lara kesinlikle seçenekleriniz arasında olmalı.",5
Sueno Hotels Deluxe Belek,"Doğal afetten dolayı boş otel bulmakta zorlanmıştık şans eseri bu güzel seçimi yaptık; iyiki de gelmişiz dedik, otel konsept olarak gerçekten çok güzel, açık alan çok fazla geniş bi atmosfere sahip, ağaçlandırma yapılabilir mi diye düşündük fakat farklılık iyidir :) sueno meydanı güzel düşünülmüş hemen hemen her çeşit yemeği bulabilirsiniz ( sokak lezzetleri) odalarda aynı şekilde geniş ve ferah, deniz manzaralı odaları çok iyiydi, hatta ve hatta otel lobbysinde su içerisinde içinde piyano olan gondol fikri inanılmaz farklı ve güzeldi, güzel ağırlandik emeği geçen tüm personellere yönetime teşekkür ederiz özellikle beach barda bize hizmet veren Çağkan kardeşime önerip hazırladığı kokteyller ve efendiliği ile dikkatimizi çektiği için burdan kendisine ayrı bir teşekkür ederiz, iş dolayısı ile gelmiştik yaza tatil için gelmeyi çok isteriz önerebileceğimiz güzel bir yer şüphesiz gelebilirsiniz :) ",5
Sueno Hotels Deluxe Belek,Otel sahane cok egleniyoruz yemekler muhtesem temizlik sahane havuzları cok temiz animasyon ekibinden mert beye cok tesekkur ediyoruz oteli herkese tavsiye ederim gece programları sahane müzikler guzel,5
Trendy Lara,Otel çok aman aman değil 5 yıldızlı otelde kutu içecek yok .oda dolabında dahi yok .yemek ve tatlılar idare eder.odalar küçük banyoda hiç bir şey yok .minibarda sadece su  ve soda var.insan birkaç tane kutu içecek koyardı .personel yorgun .alacart restoran da küver var ekstra Steak için para talep ediliyor bir daha gelecem bir yer değil kısaca,3
Trendy Lara,"Ana kapıdan içeri ilk girdiğinizden itibaren sizi güler yüzle karşılayan güvenlikte görevli arkadaşlar, otelin girişine geldiğinizde hemen yanınıza hoşgeldiniz diyerek gelen gülen gözler, odanızı almak için resepsiyona geldiğinizde gülen yüz zehra hanım, gülen yüz tuğran bey ve özellikle şirine Zeynep hanım. Güzel tatilinizi güzelleştiren yüzler. Lobi barda, restauranta çalışan sevgili arkadaşlar.
Öncelikle hepinize teşekkürler tatilimizi güzelleştirdiğiniz için.
Tekrar buluşmak dileği ile sevgi ile kalın",5
Trendy Lara,"Trendy Lara'ya ikinci defa geliyoruz. İlk gelişim eşim ile kış tatiline öylesine olmuştu, Şimdi ise Ailemi akrabalarımızı topladım 10 kişi geldik. Çocuklar havuzlar soğuk olduğu için havuza giremiyorlardı, Rica ettik havuzun isitması da hemen aktif hale geldi. Yemekler ayriyeten muhteşem ve hatta yemekhane şefi Nejdet bey güler yüzü, gönülden anlayışı ile tam donanımlı bir şef. Başta hotel yönetimi ve çalışan arkadaşlar olmak üzere herkese çok teşekkür ederiz...

İyi çalışmalar diliyoruz...",5
Trendy Lara,"Aksu bolgesindeki en kaliteli otellerden birisi.Ozellikle yemekler cok lezzetli, Tatlilar 10 numara her ogun cesit cesit samfislikli tatli cikiyor, Odalar konforlu matraslari cok kaliteli, havuz buyuk ve temiz, otel ormanin icinde gibi heryer yemyesil cam agaclari ile dolu, lobi bara oturunca hemen geliyorlar bir isteginiz varmi diye. Seneyede ayni otele gidecegim tavsiye ederim.",5
Sueno Hotels Deluxe Belek,Hotel hakkindaki dusuncelerim cook olumlu yonde . Showlar gunduz animasyon aktivitelerinin cesitliligi yemeklerin lezzeti alkolun kalitesi personnel in guleryuzlukugu con guzeldi Animasyon ekibinden Hakan Beye ilgilerinden oturu Ayrica tesekkur ederim,5
Sueno Hotels Deluxe Belek,"Odalar çok iyi idi ayrıca giyinme odası olması büyük avantaj , recepsiyon deprem bölgesinden geldiğimiz için çok yardımcı oldu Animasyon  Ekibinden Mert bey Sıla Hanım işlerini severek yapıyorlar havuz oyunları çok keyifliydi . alakart restoranları mutlaka deneyin",5
Trendy Lara,14 ekimde giris yaptik ancak gördüğüm kadarıyla çalışanlar sezonu kapatmış. Yorgun bıkkın ve sinirliler. O bakış ve tavırlara maruz kalmaktansa kendi işimi kendim yaparim diyip herseyi ben alip getiriyorum.  Kahvaltida yemekte havuzda fark etmiyor. Sezon sonu çoktan gelmiş onlar için. Gerisi güzel kaliteli yeme içme peyzaj vs.,3
Trendy Lara,Konaklamamızdan çok memnun kaldık. Çocuklar için birçok etkinlik vardı. Yemekler mükemmeldi. Odalar geniş ve temizdi. Havuzda pateniyle servis yapan Ramazan beye ekstra teşekkür ederim. İlgisinden ve alakasından dolayı.,5
Ladonia Hotels Adakule,Jolly Tur ile her şey dahil paket üzerinden gittiğimiz bir çile oldu ayrıntıları sonra yazacağım çıkış günü jolly transferimizi yapmadı İzmir havalimanına taksiye 900 TL verdim otel yönetimi biz bişey yapamayız bağlantımız yok diyor beni suçlu gösterecekler neredeyse otel yemekleri alt seviye çalışanlar iyi sistemleri pek iyi değil asansör olayı felaket yani daha çok yazmak isterdim ama çok sinirliyim gerçekten,1
Ladonia Hotels Adakule,"Öncelikle konum olarak güzel. Yemekler yetersiz biraz ama yinede güzel. Havuzu çok güzel. Arı çok garsonlar da iyidi Hepsine teşekkür ederiz Animasyon ekibi öncekine göre daha iyi ve daha profesyonel showlarindan ötürü Başta Eymen bey olmak üzere Bizlerle ilgilenen Ne JoJo , Meltem , Dj Arkadaşımıza ayrıca Teşekkür ediyoruz aynı ekiple seneye görüşmek isteriz :)",5
Ladonia Hotels Adakule,3 gunmen beri burdayiz keyifli eglenceli bir otel temiz yemekler iyi 46789 guzel sehir merkezine yakin tesekkur ederiz misafir iliskileri  Pinar Hanim  ve tum personeller  hepsi cok yardimsever hepsine  tesekkur  ederim tavsiye ediyoruz plaj sahilide muhtesem,5
Ladonia Hotels Adakule,"“Ultra Herşey Dahil” olarak satıyorlar ancak Türk Kahvesi ücretli, dondurma servisi yok,  Ayran hiç yok… Bol bol merdiven var. Asansörler yeterli değil, 10-15 dakika bekliyorsunuz; bacak kası yaptık. Asansör beklerken arkadaşlıklar falan kuruyorsunuz, buraya da bir anımızı bırakayım; öyle bir bekleyiş söz konusu…

Havlular’ı bırakıp almak için bile merdiven inip-çıkıyorsunuz. Havuz ile havluların alınıp bırakıldığı spa arasında 86 adet merdiven var. inip çıkmaktan yıldım; teker teker saydım… Havuzun yanında dağıtıp toplayacak bir yer yapmayı akıl etmemişler yada yapmamışlar…

Ek binası var… Adakule diye geldik; “Yamakule”de kaldık… Oda uzaktı ama güzeldi. Klima iyiydi…

Garsonlar amatör ama içtenler. Sevdim çocukları ama böyle otele daha profesyonel bir ekip lazım… Animasyonlar da öyle. Gençler içten ama hepsi fazlaca amatör…

Yemekler iyiydi. İçecekler hep karton bardaklarda veriliyor. Kahvaltıda çay bile kartonda… 

Fiyat/Performans açısından bakınca biz bir daha gelmeyiz. 

O kulenin olayı nedir? Onu da çözemedik…",2
Ladonia Hotels Adakule,"Otelin manzarası müthiş,otel ve odalar temiz ve güzel,çalışanlar çok güler yüzlü ve ilgililer,yemekleride beğendik ayrıca animasyon ekibinden Eymen beye Meltem hanıma,jojo beye ve dj Enis beye çok teşekkür ediyorum. Çok güzel ve eğlenceli bir tatildi.Herkese öneriyorum.",5
Ladonia Hotels Adakule,Otel çok güzel ama asansör sorunu var asansörler biraz daha hızlı olabilirler Yemekler güzeldi buradan ustasına teşekkür ediyoruz Garsonlar ilgiliydi Biraz daha hızlı olabilirlermis resepsiyondan Sabahattin kardeşimize teşekkür ederiz manzarasi ve gün batımı manzarası muazzam güzeldi denizi güzeldi ve en güzeli de Bizlerle ilgilerinden ve bizlerle birlikte güzel vakit geçirmemizi sağlayan Anismasyon ekibinede mr jojo dj Enis meltem hanım ve Animasyon Müdürü Eymen beye ayrıca Teşekkür ediyoruz çok eğlenceli ve Harika bir tatil keyfi yaşattılar Bir sonraki Tatilimizde tabiki ladonia.,5
Ladonia Hotels Adakule,"Otelin konumu ve manzarası çok beğendik. Otel çok temiz ve odaları güzel, çalışanlara ilgi tavırlarından dolayı çok teşekkür ediyoruz.Çocularda çok güzel zaman geçirdi. Animasyon ekibiyle birlikte çok eğlendik. Animasyon ekibinden Eymen Bey'e, Meltem hanıma, jojo beye ve Dj Enis beye teşekkür ediyoruz. Güzel bir tatil için öneririm.",5
Ladonia Hotels Adakule,"Öncelikle otelinizin Konumu ve manzarası hoşumuza gitti arkadaşlarımız ve ailemiz ile Eğlenceli bir tatil keyfi yaşadık restaurant garsonlari olsun barmenler saolsun bizlerle ilgilendiler restaurant yemekleri biraz daha çeşit fazla olabilirmiş onun dışında odalarıda güzel ve Yaşanılabilir Ayrıca ilk günümüzden son günümüze kadar bizleri hiç yalnız bırakmayan Animasyon ekibinden mr JoJo,Meltem hanıma, DJ arkadaşa ve Eymen beye yaptığı güzel programlardan ötürü teşekkürlerimizi Sunuyoruz Tekrar görüşmek üzere Tekrar geleceğim Otellerden Birisi haline geldi Bu güzel Konaklama ve ilgi alakadan ötürü Ladonia Tekrar Geleceğim.",5
Ladonia Hotels Adakule,"Otelin yeri ve konumu çok güzel manzarası ve gün batımını izleyebilirsiniz odaları ve çalışanlar ilgileri ve alakalarımdan ötürü teşekkür ederim Çocuklarımız çok eğlendiler ve bızlerde onlar ile birlikte çok eğlendik bizlere olan ilgi ve alakalarından ötürüde ayrıca Animasyon Ekibinden Eymen bey,Jojoya,Meltem hanıma,Dj e müzik konseptinden dolayı Teşekkür Ediyoruz Tekrar Görüşmek Dileği ile Ladonia Ailesı.",5
Sueno Hotels Deluxe Belek,"Hayatımda Türkiye’de geçirdiğim en güzel tatildi diyebilirim. Yemekler havuz başı açlık alanlarda bile en seçkin  butik otellerdeki gibiydi çünkü ben Boğa burcuyum bu çok önemli :))). Animasyon inanılmaz samimi, tamamen mutluluğunuza odaklı özellikle plaj voleybolu rutinimiz oldu bu nedenle. Animasyon ekibinden Mert Bey bizim aile koçumuz oldu o varken söyleyemediğim herşeyi plaj voleybol maçımızda eşime söyleyebildim hahahhha o derece güzeldi . Burası çok ama çok farklı mutlu bir otel, ve mutluluk garanti… odalar ve temizlik iyi olmak zorunda bu klasmanda bahsetmeye gerek yok beklentilerimizi fazlasıyla karşıladı.. Sueno sanırım haftasonu en ufak tatilimde bile kaçacağım ve mutlu olacağımı bildiğim yegane yer oldu. Çoook teşekkürler Sueno …",5
