HotelName,Review,Rating,Review_Normalized,Review_Lemma,Review_Clean
Trendy Lara,"Mükemmel bir yer , her şey çok güzeldi , hızlı yerinde hizmet , severek ve beğenerek konakladim, mutlu ve huzurlu bir kaç gün geçirdik, çalışanlara ve işletmeye teşekkür ederiz, loby bar ve servis çok iyiydi ",5,mükemmel bir yer her şey çok güzeldi hızlı yerinde hizmet severek ve beğenerek konakladim mutlu ve huzurlu bir kaç gün geçirdik çalışanlara ve işletmeye teşekkür ederiz loby bar ve servis çok iyiydi,mükemmel bir yer her şey çok güzel hızlı yerinde hizmet severek ve beğenerek konakladim mutlu ve huzurlu bir kaç gün geçir çalışan ve işlet teşekkür eder loby bar ve servis çok iyi,mükemmel yer güzel hızlı yerinde hizmet severek beğenerek konakladim mutlu huzurlu geçir çalışan işlet teşekkür loby bar servis iyi
Trendy Lara,"Tatilimiz boyunca kızlarımız mini club sayesinde çok mutluydu.onların mutluluğu bizim de mutlu ayrılmamızı sağlayacak.Mini club personellerine, özellikle Çimen hanıma, Yağmur hanıma çok teşekkür ederim. Verdiğiniz emek ve kızlarıma yaşattığınız mutlu anlar için çok teşekkürler 😘 başarılarınızın devamını diliyorum.Tekrar görüşmek dileğiyle 🥰",5,tatilimiz boyunca kızlarımız mini club sayesinde çok mutluyduonların mutluluğu bizim de mutlu ayrılmamızı sağlayacakmini club personellerine özellikle çimen hanıma yağmur hanıma çok teşekkür ederim verdiğiniz emek ve kızlarıma yaşattığınız mutlu anlar için çok teşekkürler başarılarınızın devamını diliyorumtekrar görüşmek dileğiyle,tatil boyun kız mini club sayesinde çok mutluyduonların mutluluk biz de mutlu ayrılma sağlayacakmini club personel özellik çimen hanım yağmur hanım çok teşekkür eder verdik emek ve kız yaşattık mutlu an için çok teşekkür başarı devam diliyorumtekrar görüşmek dilek,boyun kız mini club sayesinde mutluyduonların mutluluk mutlu ayrılma sağlayacakmini club personel çimen yağmur teşekkür verdik emek kız yaşattık mutlu an teşekkür başarı devam diliyorumtekrar görüşmek dilek
Trendy Lara,"Kasımda ziyaretinde bulunduğum otelinizin karşılaması,mutfak,animasyon,garson,bar,bütün ekibe çok teşekkür ederiz ayrıca bizimle ilgilenen mini club çimen hanım ve garson Ramazan Oskay ve Ramazan Beşat çok teşekkürler ederiz tekrar ziyaretinize gelicez",5,kasımda ziyaretinde bulunduğum otelinizin karşılamasımutfakanimasyongarsonbarbütün ekibe çok teşekkür ederiz ayrıca bizimle ilgilenen mini club çimen hanım ve garson ramazan oskay ve ramazan beşat çok teşekkürler ederiz tekrar ziyaretinize gelicez,kasım ziyaret bulunduk otel karşılamasımutfakanimasyongarsonbarbütün ekip çok teşekkür eder ayrı biz ilgilenen mini club çimen hanım ve garson ramazan Oskay ve ramazan beşat çok teşekkür eder tekrar ziyaret gel,kasım ziyaret bulunduk karşılamasımutfakanimasyongarsonbarbütün ekip teşekkür ayrı ilgilenen mini club çimen garson ramazan Oskay ramazan beşat teşekkür ziyaret
Trendy Lara,15 kasımda giriş yaptığımı trendy lara otelinde animasyon ekibinden Çimen Hanımefendiye çok teşekkür ederiz mini clubın aktiviteleri güzel ve faydalı  ailecek trendy laraya tekrar gelme sebeblerimizden biri Çimen hanım olucak. 🙏…..,5,kasımda giriş yaptığımı trendy lara otelinde animasyon ekibinden çimen hanımefendiye çok teşekkür ederiz mini clubın aktiviteleri güzel ve faydalı ailecek trendy laraya tekrar gelme sebeblerimizden biri çimen hanım olucak,kasım giriş yaptık trendy lara otel animasyon ekip çimen hanımefendi çok teşekkür eder mini clubın aktivite güzel ve faydalı ailecek trendy laraya tekrar gel sebeblerimizden biri çimen hanım olucak,kasım giriş yaptık trendy lara animasyon ekip çimen hanımefendi teşekkür mini clubın aktivite güzel faydalı ailecek trendy laraya sebeblerimizden çimen olucak
Long Beach Resorts,"Alanya'da konakladigim iyi otellerden diyebilirim havuzlar oldukça temiz yemekler çeşitli, etli ürünler daha iyi olabilir ama geri kalanlar gayet güzel ayrica personeller ( özellikle snack bardaki Turgay bey ve restorant kısmında Özgür bey Tuğçe hanım ve Hande hanım ) konakladigimiz süre boyunca karşılaştığimiz tüm personel bizi memnun bıraktı. Tekrar tercih edilir teşekkürler.",4,alanyada konakladigim iyi otellerden diyebilirim havuzlar oldukça temiz yemekler çeşitli etli ürünler daha iyi olabilir ama geri kalanlar gayet güzel ayrica personeller özellikle snack bardaki turgay bey ve restorant kısmında özgür bey tuğçe hanım ve hande hanım konakladigimiz süre boyunca karşılaştığimiz tüm personel bizi memnun bıraktı tekrar tercih edilir teşekkürler,Alanya konakladigim iyi otel diyebil havuz oldukça temiz yemek çeşitli etli ürün daha iyi olabilir ama geri kalan gayet güzel ayrica personel özellik snack barda turgay bey ve restorant kısım özgür bey Tuğçe hanım ve hande hanım konakladigimiz süre boyun karşılaştığimiz tüm personel biz memnun bırak tekrar tercih edil teşekkür,Alanya konakladigim iyi diyebil oldukça temiz yemek çeşitli etli ürün iyi olabilir geri kalan gayet güzel ayrica personel snack barda turgay restorant kısım özgür Tuğçe hande konakladigimiz boyun karşılaştığimiz personel memnun bırak tercih edil teşekkür
Sueno Hotels Deluxe Belek,"Yaz ortası sıcaklar başlayıp tam kalabalıklaşmadan ailecek sakin bir tatil geçirmek istedik ve bunu herşeyi ile bize sağlayan Sueno otele çok teşekkür ederiz önerir miyim ? Kesinlikle .. 👍🏻 odalar genis ve olabildigince ferah Denize bakan odalar mukemmel manzaraya Sahip, restoranlar 4 bolume ayrilmis ve her alan farkli dizaynda dosenmis hosumuza gitti, havuzlar zaten mükemmeldi bu kadar büyük ve geniş havuza daha önce bi otelde karşılaşmadık,  Yemek cesitliligi Güzeldi fakat birkac Olumsuz durumla karsilastik oda aşçıbaşı oldugunu ogrendigimiz “recai bey”in personele karşı hoş olmayan davranışlarıydı en azından misafirlerin önünde bunu yapmaması gerektiği bilincinde olmalı,  onun dışında herşey harikaydı özellikle poolda çalışan “Çağkan bey”e güzel hizmeti ve sueno meydanında biziöle ilgilenen garson ve havuz başında bize servis yapan patenli arkadaşlara, çok teşekkür ederiz, yaz sonu tekrar gelmeyi düşünüyoruz :) ",5,yaz ortası sıcaklar başlayıp tam kalabalıklaşmadan ailecek sakin bir tatil geçirmek istedik ve bunu herşeyi ile bize sağlayan sueno otele çok teşekkür ederiz önerir miyim kesinlikle odalar genis ve olabildigince ferah denize bakan odalar mukemmel manzaraya sahip restoranlar bolume ayrilmis ve her alan farkli dizaynda dosenmis hosumuza gitti havuzlar zaten mükemmeldi bu kadar büyük ve geniş havuza daha önce bi otelde karşılaşmadık yemek cesitliligi güzeldi fakat birkac olumsuz durumla karsilastik oda aşçıbaşı oldugunu ogrendigimiz recai beyin personele karşı hoş olmayan davranışlarıydı en azından misafirlerin önünde bunu yapmaması gerektiği bilincinde olmalı onun dışında herşey harikaydı özellikle poolda çalışan çağkan beye güzel hizmeti ve sueno meydanında biziöle ilgilenen garson ve havuz başında bize servis yapan patenli arkadaşlara çok teşekkür ederiz yaz sonu tekrar gelmeyi düşünüyoruz,yaz orta sıcak başlayıp tam kalabalıklaşmadan ailecek sakin bir tatil geçirmek iste ve bun herşeyi ile biz sağlayan sueno otel çok teşekkür eder öner mi kesinlik oda genis ve olabildigince ferah deniz bakan oda mukemmel manzara sahip restoran bolume ayrilmis ve her alan farkli dizayn dosenmis hosumuza git havuz zaten mükemmel bu kadar büyük ve geniş havuz daha ön bi otel karşılaş yemek cesitliligi güzel fakat birkac olumsuz durum karsilastik oda aşçıbaşı oldugunu ogrendigimiz Recai beyin personel karşı hoş olmayan davranış en azı misafir ön bun yapmama gerektik bilinç ol on dış herşey harika özellik poolda çalışan Çağkan bey güzel hizmet ve sueno meydan biziöle ilgilenen garson ve havuz baş biz servis yapan patenli arkadaş çok teşekkür eder yaz son tekrar gelme düşün,yaz orta sıcak başlayıp kalabalıklaşmadan ailecek sakin geçirmek bun herşeyi sağlayan teşekkür öner kesinlik oda genis olabildigince ferah bakan oda mukemmel manzara sahip restoran bolume ayrilmis alan farkli dizayn dosenmis hosumuza mükemmel büyük geniş karşılaş yemek cesitliligi güzel birkac olumsuz durum karsilastik oda aşçıbaşı oldugunu ogrendigimiz Recai beyin personel karşı hoş davranış azı misafir bun yapmama gerektik bilinç dış herşey harika poolda çalışan Çağkan güzel hizmet meydan biziöle ilgilenen garson baş servis yapan patenli teşekkür yaz son gelme düşün
Sueno Hotels Deluxe Belek,"Otele 2 yıl önce gelmiştik o dönende aşırı kalabalık ve düzen konusunda sıkıntılar vardı ama bu yıl geldiğimizde olumlu yönden değişmeler farkettik, odalar tertemiz ve yemek konusunda bolca seçebek bulabilrsiniz misafir kalitesi bike değişmiş heleki bu dönemde gelmenizi tavsiye ederiz bu yılki gelişimizden çok memnun kaldık emeği geçen herkese ve tatil boyunca bizlere hizmet eden pool bar ekibine (ismini hatırlayamadığım bar içinde çalışan arkadaş) ve patenli tüm personellere teşekkür ederiz :) ",5,otele yıl önce gelmiştik o dönende aşırı kalabalık ve düzen konusunda sıkıntılar vardı ama bu yıl geldiğimizde olumlu yönden değişmeler farkettik odalar tertemiz ve yemek konusunda bolca seçebek bulabilrsiniz misafir kalitesi bike değişmiş heleki bu dönemde gelmenizi tavsiye ederiz bu yılki gelişimizden çok memnun kaldık emeği geçen herkese ve tatil boyunca bizlere hizmet eden pool bar ekibine ismini hatırlayamadığım bar içinde çalışan arkadaş ve patenli tüm personellere teşekkür ederiz,otel yıl ön gel o dönen aşırı kalabalık ve düzen konu sıkıntıl var ama bu yıl geldik olumlu yön değişme farket oda tertemiz ve yemek konu bol seçebek bulabilrsiniz misafir kalite Bike değiş helek bu dönem gelme tavsiye eder bu yıl geliş çok memnun kal emek geçen herkes ve tatil boyun biz hizmet ede pool bar ekip isim hatırlayamadık bar içinde çalışan arkadaş ve patenli tüm personel teşekkür eder,yıl dönen aşırı kalabalık düzen konu sıkıntıl yıl olumlu yön değişme farket oda tertemiz yemek konu bol seçebek bulabilrsiniz misafir kalite Bike değiş helek dönem gelme tavsiye yıl geliş memnun emek geçen boyun hizmet ede pool bar ekip isim hatırlayamadık bar çalışan patenli personel teşekkür
Trendy Lara,"Ben  bu hotelin her herşeyini beyendim
İlk girdiğimden çok guzel karşiladilar yemekler harika ve personel çok iyi davrandılar
 bilhise yemek salonlarinda  garsonlar ve lobi bardaki bayan çok guzel iğilendi
Kocam çok mennun  kaldi ve biz sık sık buraya gelmeği duşunuyoruz",5,ben bu hotelin her herşeyini beyendim ilk girdiğimden çok guzel karşiladilar yemekler harika ve personel çok iyi davrandılar bilhise yemek salonlarinda garsonlar ve lobi bardaki bayan çok guzel iğilendi kocam çok mennun kaldi ve biz sık sık buraya gelmeği duşunuyoruz,ben bu hotelin her herşeyini beyendim ilk girdik çok guzel karşiladilar yemek harika ve personel çok iyi davran bilhise yemek salonlarinda garson ve lobi barda bayan çok guzel iğilendi koca çok mennun kaldi ve biz sık sık bura gelmeği duşunuyoruz,hotelin herşeyini beyendim ilk girdik guzel karşiladilar yemek harika personel iyi davran bilhise yemek salonlarinda garson barda bayan guzel iğilendi koca mennun kaldi sık sık bura gelmeği duşunuyoruz
Long Beach Resorts,Geçen sene eşim ile birlikte harika bir tatil geçirdik personel çok ilgili yemekleri muhteşem seneyi de tekrar düşünüyoruz long beach otel zinciri hepsi çok güzel çok başarılı herkese tavsiye ederiz teşekkürler long beach ailesi,5,geçen sene eşim ile birlikte harika bir tatil geçirdik personel çok ilgili yemekleri muhteşem seneyi de tekrar düşünüyoruz long beach otel zinciri hepsi çok güzel çok başarılı herkese tavsiye ederiz teşekkürler long beach ailesi,geçen sene eşim ile birlikte harika bir tatil geçir personel çok ilgili yemek muhteşem sene de tekrar düşün long beach otel zincir hepsi çok güzel çok başarılı herkes tavsiye eder teşekkür long beach aile,geçen eşim birlikte harika geçir personel yemek muhteşem düşün long beach zincir güzel başarılı tavsiye teşekkür long beach
Sueno Hotels Deluxe Belek,Sovlar cok guzeldi ve sila hanin bizi yonlendirdi aninasyondan sila hanin sabah ayri aktivite aksam ari sov cok mumnun kalfik gercekten yurekten tesekkur ediyorum bir daha gelmek uzere gorusmej uzer byyy,5,sovlar cok guzeldi ve sila hanin bizi yonlendirdi aninasyondan sila hanin sabah ayri aktivite aksam ari sov cok mumnun kalfik gercekten yurekten tesekkur ediyorum bir daha gelmek uzere gorusmej uzer byyy,sovlar cok guzeldi ve sila hani biz yonlendirdi aninasyondan sila hani sabah ayri aktivite aksam ari sov cok mumnun kalfik gercekten yurekten tesekkur et bir daha gelmek Uzer gorusmej Uzer byyy,sovlar guzeldi sila yonlendirdi aninasyondan sila sabah ayri aktivite aksam ari sov mumnun kalfik gercekten yurekten tesekkur gelmek Uzer gorusmej Uzer byyy
Sueno Hotels Deluxe Belek,Animasyon ekivibe hayran kaldij ozellikle sila hanimasovlar guzeldi baya eglendik               suenogercekteb muazzam iyiki gelmisiz yine geluruz tesekkur ediyorumherkese                  okeyyyyy okeyyyyy,5,animasyon ekivibe hayran kaldij ozellikle sila hanimasovlar guzeldi baya eglendik suenogercekteb muazzam iyiki gelmisiz yine geluruz tesekkur ediyorumherkese okeyyyyy okeyyyyy,animasyon ekivibe hayran kaldij ozellikle sila hanimasovlar guzeldi bay eglendik suenogercekteb muazzam iyi gelmisiz yine geluruz tesekkur ediyorumherkese okeyyyyy okeyyyyy,animasyon ekivibe hayran kaldij ozellikle sila hanimasovlar guzeldi bay eglendik suenogercekteb muazzam iyi gelmisiz geluruz tesekkur ediyorumherkese okeyyyyy okeyyyyy
Sueno Hotels Deluxe Belek,"Oteliniz çok güzel ve temiz ayrıca animasyonlarınız da çok eğlenceliydi. Özellikle Tahsin e çok teşekkür ederiz,iyi vakit geçirdik,yine tercih edeceğimize emin olabilirsiniz.Umarım gelecek senede Tahsin abileri burada olur.",5,oteliniz çok güzel ve temiz ayrıca animasyonlarınız da çok eğlenceliydi özellikle tahsin e çok teşekkür ederiziyi vakit geçirdikyine tercih edeceğimize emin olabilirsinizumarım gelecek senede tahsin abileri burada olur,otel çok güzel ve temiz ayrı animasyon da çok eğlenceli özellik Tahsin e çok teşekkür ederiziyi vakit geçirdikyine tercih edecek emin olabilirsinizumarım gelecek senet Tahsin abi burada olur,güzel temiz ayrı animasyon eğlenceli Tahsin teşekkür ederiziyi vakit geçirdikyine tercih emin olabilirsinizumarım gelecek senet Tahsin abi
Trendy Lara,"Kongre için gittiğim otelde yanımda ikiz bebeklerim ve annem de vardı. Bebeklerimle ilk kez şehir dışı konaklamamız olacağı için fazlasıyla stresliydim ama oteldeki tüm personel arkadaşlar bizi rahat ettirmek için ellerinden geleni yaptılar. Biz de çok memnun olarak ayrıldık. Tek problem akşam 21-23.30 arasında olan ve katılmasanız bile odadan dinlemek zorunda kalacağınız malesef kalitesiz müzik gerçekten çok kötü odaya dinlenmiş olmaya ya da uyumaya geçmeniz imkansız. Bari güzel olsa da dinlesem diyorsunuz ama yok hele ki kareoke olduğunu düşündüğüm gece daha da felaketti. Bir de denize daha yakın olması daha iyi olurdu baya uzak kalıyor bir ihtiyacınız olsa odanıza dönmek çok zor. Lobby barda daha otele adımımızı atar atmaz bizi güler yüzüyle karşılayan ve tüm tatilimiz boyunca kahvelerimize güzel sohbetiyle eşlik eden Melike hanıma çok teşekkür ederiz. Bebeklerim de artık onu görür görmez gülmeye başlamışlardı, kendisini ilerde de bebeklerime mutlaka anlatacağım 🥰 Ayrıca restaurant bölümünde Buğra bey, Tanju bey ve Dilek hanım başta olmak üzere tüm çalışanlara tekrar tekrar teşekkürler",4,kongre için gittiğim otelde yanımda ikiz bebeklerim ve annem de vardı bebeklerimle ilk kez şehir dışı konaklamamız olacağı için fazlasıyla stresliydim ama oteldeki tüm personel arkadaşlar bizi rahat ettirmek için ellerinden geleni yaptılar biz de çok memnun olarak ayrıldık tek problem akşam arasında olan ve katılmasanız bile odadan dinlemek zorunda kalacağınız malesef kalitesiz müzik gerçekten çok kötü odaya dinlenmiş olmaya ya da uyumaya geçmeniz imkansız bari güzel olsa da dinlesem diyorsunuz ama yok hele ki kareoke olduğunu düşündüğüm gece daha da felaketti bir de denize daha yakın olması daha iyi olurdu baya uzak kalıyor bir ihtiyacınız olsa odanıza dönmek çok zor lobby barda daha otele adımımızı atar atmaz bizi güler yüzüyle karşılayan ve tüm tatilimiz boyunca kahvelerimize güzel sohbetiyle eşlik eden melike hanıma çok teşekkür ederiz bebeklerim de artık onu görür görmez gülmeye başlamışlardı kendisini ilerde de bebeklerime mutlaka anlatacağım ayrıca restaurant bölümünde buğra bey tanju bey ve dilek hanım başta olmak üzere tüm çalışanlara tekrar tekrar teşekkürler,kongre için gittik otel yanım ikiz bebek ve anne de var bebek ilk kez şehir dış konaklama olacak için fazlasıyla stresli ama otel tüm personel arkadaş biz rahat ettirmek için el geleni yap biz de çok memnun olarak ayrıl tek problem akşam arası olan ve katıl bile oda dinlemek zorun kalacak malesef kalitesiz müzik gerçekten çok kötü oda dinlen ol ya da uyu geçmen imkânsız bari güzel ol da dinle de ama yok hele ki kareoke olduk düşündük gece daha da felaket bir de deniz daha yak olma daha iyi olur bay uzak kal bir ihtiyaç ol oda dönmek çok zor lobby barda daha otel adım ata at biz gül yüz karşılayan ve tüm tatil boyun kahve güzel sohbet eşlik ede melike hanım çok teşekkür eder bebek de artık on gör görmez gül başla kendi iler de bebek mutlaka anlat ayrı restaurant bölüm buğra bey Tanju bey ve dilek hanım başta olmak üzere tüm çalışan tekrar tekrar teşekkür,kongre gittik yanım ikiz bebek anne bebek ilk şehir dış olacak fazlasıyla stresli personel rahat ettirmek el geleni memnun ayrıl tek problem arası katıl oda dinlemek zorun kalacak malesef kalitesiz müzik gerçekten kötü oda dinlen uyu geçmen imkânsız bari güzel dinle hele kareoke düşündük felaket yak olma iyi bay uzak ihtiyaç oda dönmek zor lobby barda adım ata at karşılayan boyun kahve güzel sohbet eşlik ede melike teşekkür bebek gör görmez başla iler bebek mutlaka anlat ayrı restaurant bölüm buğra Tanju dilek başta çalışan teşekkür
